DisplayName,UserName,Timestamp,Content,Comments,Likes,Retweets,Interactions,Delito,Coordenadas
Segura EP,@segura_ep,2023-08-26 21:31:32+00:00,"#Alerta | Desde las cámaras de videovigilancia monitoreamos el accidente de tránsito en el km. 9 ½ vía a Daule.

Se coordinó con miembros de 
@ATM_Transito
 y 
@BomberosGYE
 quienes acudieron al lugar.
@alcaldiagye
 #GuayaquilSegura",0.0,0.0,5.0,1313.0,1,"-1.582611, -79.9622813"
Segura EP,@segura_ep,2023-08-26 20:11:09+00:00,"Desde las cámaras de videovigilancia observamos actividad de 
@PoliciaDMGZona8
 por denuncia de robo en la av. Carlos Luis Plaza Dañín, quienes detuvieron al individuo para investigación.
@alcaldiagye
 #GuayaquilSegura",0.0,4.0,11.0,1313.0,1,"-2.1711059, -79.8912867"
Segura EP,@segura_ep,2023-08-26 17:46:19+00:00,"#Alerta | Desde las cámaras de videovigilancia observamos un conato de incendio en la av. Juan Tanca Marengo y Guillermo Cubillo.

Se coordinó con miembros de 
@BomberosGYE
, unidades en camino.
@alcaldiagye
 #GuayaquilSegura",0.0,3.0,16.0,1313.0,1,"-2.1444347, -79.91758159999999"
Segura EP,@segura_ep,2023-08-26 03:06:31+00:00,"#Alerta | Desde las cámaras de video vigilancia visualizamos a un vehículo reportado como robado  en la av. 25 de Julio, al sur de #Guayaquil. 
@PoliciaDMGZona8
 activó sus unidades y detuvieron al auto y al conductor para investigaciones.
@alcaldiagye
#GuayaquilSegura",1.0,14.0,61.0,4662.0,1,"-2.2438513, -79.8956694"
Segura EP,@segura_ep,2023-08-25 23:19:06+00:00,"#Alerta   | Cámaras de videovigilancia captan el accidente de tránsito en  Av. Juan Tanca Marengo y Agustín Freire.  

Se coordinó con miembros de 
@ATM_Transito
 quienes acudieron al  sitio.
@alcaldiagye",0.0,0.0,10.0,4662.0,1,"-2.1496579, -79.90093399999999"
Segura EP,@segura_ep,2023-08-25 22:00:08+00:00,"Captamos a un vehículo reportado como robado mientras circulaba por el km 25 de la Vía Perimetral. Alertamos a la 
@PoliciaDMGZona8
. Los uniformados detuvieron el vehículo y a su conductor para investigaciones. #RespuestaInmediata
@alcaldiagye
#GuayaquilSegura",0.0,2.0,16.0,4662.0,1,"-2.1089292, -79.9484592"
Segura EP,@segura_ep,2023-08-25 19:06:52+00:00,"Desde las cámaras de videovigilancia observamos actividad de 
@PoliciaDMGZona8
 por denuncia de robo en las calles Huancavilca y Garcia Moreno.
@alcaldiagye
 #GuayaquilSegura",0.0,1.0,4.0,4662.0,1,"-2.196075, -79.9013331"
Segura EP,@segura_ep,2023-08-25 17:24:49+00:00,"Mediante trabajo coordinado se realizó seguimiento a un vehículo reportado como robado.  
@PoliciaDMGZona8
  logró interceptarlo en ave. 25 de Julio y Cacique Tomalá deteniendo su marcha y trasladando a su conductor para investigación. 

 
@alcaldiagye
 #GuayaquilSegura",0.0,1.0,8.0,4662.0,1,"-2.2713124, -79.9019952"
Segura EP,@segura_ep,2023-08-25 14:30:05+00:00,"#Alerta | Desde las cámaras de videovigilancia monitoreamos el accidente de tránsito en la av. Guillermo Pareja y Hermano Miguel.

Se coordinó con miembros de 
@ATM_Transito
 y 
@BomberosGYE
, unidades en camino.
@alcaldiagye
 #GuayaquilSegura",0.0,2.0,6.0,4662.0,1,"-2.1507238, -79.8929393"
Segura EP,@segura_ep,2023-08-25 14:18:11+00:00,"#RespuestaInmediata | Ciudadano recibe atención médica de emergencia por parte de los paramédicos que se movilizan en vehículos de intervención rápida #VIR en el kilómetro 8½ de la Vía a Daule
@alcaldiagye
 #GuayaquilSegura",0.0,1.0,12.0,4662.0,1,"-1.582611, -79.9622813"
Segura EP,@segura_ep,2023-08-24 23:36:55+00:00,"#Alerta | Desde las cámaras de videovigilancia observamos un conato de incendio en las calles Gómez Rendón y la 30.

Se coordinó con miembros de 
@BomberosGYE
, unidades en camino.
@alcaldiagye
 #GuayaquilSegura",1.0,4.0,13.0,840.0,1,"-2.406797, -80.36419699999999"
Segura EP,@segura_ep,2023-08-24 23:14:05+00:00,"#Alerta | Desde las cámaras de videovigilancia monitoreamos el accidente de tránsito en avenida Raúl Clemente Huerta junto al mercado.

Se coordinó con miembros de 
@ATM_Transito
 y 
@BomberosGYE
 quienes acudieron al lugar.
@alcaldiagye
 #GuayaquilSegura",0.0,0.0,4.0,840.0,1,"-2.258565, -79.8895611"
Segura EP,@segura_ep,2023-08-24 23:11:55+00:00,"#Alerta | Desde las cámaras de videovigilancia visualizamos el accidente de tránsito en avenida Del Bombero en el interior de La Vista de San Eduardo.

Se coordinó con miembros de 
@ATM_Transito
 quienes acudieron al lugar.
@alcaldiagye
 #GuayaquilSegura",0.0,2.0,6.0,840.0,1,"-2.1796456, -79.94450739999999"
Segura EP,@segura_ep,2023-08-24 22:25:59+00:00,"Un motorizado pierde el control y cae sobre la calzada en la vía Perimetral, a la altura del viaducto Flavio Alfaro. 
@ATM_Transito
 asiste al conductor que resultó ileso. #respuestainmediata #GuayaquilSegura 
@alcaldiagye",1.0,2.0,11.0,840.0,1,"-0.4047096000000001, -79.90570629999999"
Segura EP,@segura_ep,2023-08-24 22:21:29+00:00,"#RespuestaInmediata | Ciudadano recibe atención médica de emergencia por parte de los paramédicos que se movilizan en vehículos de intervención rápida #VIR sucedió en la av. Quito y Piedrahita.
@alcaldiagye
 #GuayaquilSegura",0.0,1.0,16.0,840.0,1,"-0.1806532, -78.4678382"
Segura EP,@segura_ep,2023-08-24 22:08:45+00:00,"#Alerta | Desde las cámaras de videovigilancia monitoreamos el accidente de tránsito en la av. Isidro Ayora Cueva y Gabriel Roldós Garcés.

Se coordinó con miembros de 
@ATM_Transito
 quienes acudieron al lugar.
@alcaldiagye
 #GuayaquilSegura",0.0,3.0,7.0,840.0,1,"-2.1269033, -79.9000788"
Segura EP,@segura_ep,2023-08-24 18:33:17+00:00,"El sistema de videovigilancia captó un accidente de tránsito en las calles Eloy Alfaro y Cañar, al sur de Guayaquil. El incidente se registró entre un vehículo y una moto. 
@ATM_Transito
 y 
@BomberosGYE
 asistieron en la emergencia. #respuestainmediata #GuayaquilSegura 
@alcaldiagye",0.0,1.0,8.0,840.0,1,"-2.1894128, -79.8890662"
Segura EP,@segura_ep,2023-08-24 15:30:27+00:00,"En  Lomas de Urdesa calles Francisco Huerta Rendón y los Cerros, un vehículo se impactó contra una vivienda y una moto. 
@ATM_Transito
 y 
@BomberosGYE
 asistieron  en el accidente a las personas que resultaron con lesiones leves. #respuestainmediata #GuayaquilSegura 
@alcaldiagye",0.0,1.0,6.0,840.0,1,"-2.1625562, -79.909041"
Segura EP,@segura_ep,2023-08-24 15:18:36+00:00,"#Alerta | Desde las cámaras de videovigilancia monitoreamos el accidente de tránsito en las calles 11 y Argentina.

Se coordinó con miembros de 
@ATM_Transito
 y 
@BomberosGYE
 quienes acudieron al lugar.
@alcaldiagye
 #GuayaquilSegura",0.0,5.0,10.0,840.0,1,"-38.416097, -63.61667199999999"
Segura EP,@segura_ep,2023-08-24 12:55:04+00:00,"#Alerta | Desde las cámaras de videovigilancia monitoreamos el accidente de tránsito en las calles Cañar y Eloy Alfaro.

Se coordinó con miembros de 
@ATM_Transito
 y 
@BomberosGYE
 quienes acudieron al lugar.
@alcaldiagye
 #GuayaquilSegura",0.0,5.0,9.0,840.0,1,"-2.555695, -78.9344814"
Segura EP,@segura_ep,2023-08-23 22:13:45+00:00,"#Alerta | Desde las cámaras de videovigilancia monitoreamos el accidente de tránsito en la vía Perimetral y av. Casuarina.

Se coordinó con miembros de 
@ATM_Transito
 y 
@BomberosGYE
 quienes acudieron al lugar.
@alcaldiagye
 #GuayaquilSegura",0.0,1.0,2.0,1403.0,1,"-2.1196882, -79.9682704"
Segura EP,@segura_ep,2023-08-23 21:21:06+00:00,"Un conductor de una moto se impactó contra un vehículo en el paso elevado del Km 3 de la av. Carlos Julio Arosemena. 
@ATM_Transito
  y 
@BomberosGYE
 asistieron en el lugar del accidente. #respuestainmediata #GuayaquilSegura 
@alcaldiagye",0.0,4.0,13.0,1403.0,1,"31.7618778, -106.4850217"
Segura EP,@segura_ep,2023-08-23 19:46:52+00:00,"Atendemos las emergencias 24/7 a través del sistema de video vigilancia. Así 
@BomberosGYE
 @ATM_Transito
 junto a  
@PoliciaDMGZona8
 asistieron a los afectados en este choque múltiple registrado  en el km 25 de la vía Perimetral. #respuestainmediata #GuayaquilSegura 
@alcaldiagye",1.0,1.0,6.0,1403.0,1,"-2.1089292, -79.9484592"
Segura EP,@segura_ep,2023-08-23 17:01:11+00:00,"En el Km 8.5 de la vía Daule ocurrió un accidente de tránsito entre dos motos, una persona  resultó herida. En el sitio colaboró 
@PoliciaDMGZona8
 @ATMGuayaquil
 y 
@BomberosGYE
 que sofocó el fuego y asistió en la emergencia. #respuestainmediata #GuayaquilSegura 
@alcaldiagye",0.0,3.0,12.0,1403.0,1,"-2.1048772, -79.9349354"
Segura EP,@segura_ep,2023-08-23 13:39:34+00:00,"#Atención | Se asiste a un vehículo que está incendiándose en km 9 ½ de la Vía a Daule con el reporte de las cámaras de videovigilancia. 

Se direcciona la labor de 
@ATM_Transito
   @BomberosGYE
 en el sitio. 
@alcaldiagye
 #GuayaquilSegura",1.0,7.0,24.0,1403.0,1,"-1.582611, -79.9622813"
Segura EP,@segura_ep,2023-08-23 13:28:43+00:00,"Cámaras de videovigilancia captan el accidente de tránsito en Mapasingue Oeste av. 6ta y calle 2.

Se coordinó con miembros de 
@ATM_Transito
 y 
@BomberosGYE
 quienes acudieron al lugar. 
@alcaldiagye
 #GuayaquilSegura",0.0,0.0,6.0,1403.0,1,"-2.1568092, -79.9348558"
Segura EP,@segura_ep,2023-08-23 03:20:24+00:00,"Cámaras de videovigilancia monitorean el accidente de tránsito en vía Perimetral y Eduardo Solá Franco. 

Se coordinó con miembros de 
@ATM_Transito
 y 
@BomberosGYE
 quienes acudieron al lugar. 
@alcaldiagye
 #GuayaquilSegura",0.0,0.0,4.0,1403.0,1,"-2.1291476, -79.94898769999999"
Segura EP,@segura_ep,2023-08-22 12:46:39+00:00,"#ALERTA | 
@PoliciaDMGZona8
 realiza procedimiento por personas sospechosas en un vehículo en vía Perimetral cerca del ingreso a la Florida.
@alcaldiagye
  #GuayaquilSegura",0.0,1.0,17.0,2266.0,1,"27.6648274, -81.5157535"
Segura EP,@segura_ep,2023-08-22 08:50:21+00:00,"Cámaras de videovigilancia monitorean el accidente de tránsito en las calles San Martín y la 17.   

Se coordinó con miembros de 
@ATM_Transito
 y 
@BomberosGYE
 quienes acudieron al lugar.
@alcaldiagye
   #GuayaquilSegura",0.0,1.0,8.0,2266.0,1,"41.2261639, -4.3099087"
Segura EP,@segura_ep,2023-08-22 05:37:57+00:00,"Cámaras de videovigilancia monitorean el accidente de tránsito en Dr. Antonio Parra Velasco y avenida José María Egas. 

Se coordinó con miembros de 
@ATM_Transito
 quienes acudieron al lugar. 
@alcaldiagye
 #GuayaquilSegura",0.0,3.0,17.0,2266.0,1,"-2.1329058, -79.8899186"
Segura EP,@segura_ep,2023-08-22 01:24:55+00:00,"#Alerta | Cámaras de videovigilancia captan el accidente de tránsito en avenida 25 de Julio y Alberto Avellán Vite. 

Se coordinó con miembros de 
@ATM_Transito
 quienes acudieron al sitio. 
@alcaldiagye",0.0,0.0,6.0,2266.0,1,"-2.2438513, -79.8956694"
Segura EP,@segura_ep,2023-08-21 02:04:55+00:00,"#ALERTA | 
@PoliciaDMGZona8
 realiza procedimiento por personas sospechosas en vehículo en  av. Nueve de Octubre y Pedro Carbo.
@alcaldiagye
 #GuayaquilSegura",0.0,3.0,22.0,4099.0,1,"-2.191951, -79.8812557"
Segura EP,@segura_ep,2023-08-20 19:43:43+00:00,"#Alerta | Cámaras de videovigilancia @cscgye captan el accidente de tránsito en Luis Cordero Crespo cerca del colegio Aguirre Abad.

Se coordinó con miembros de 
@ATM_Transito
 quienes acudieron al sitio.

 
@alcaldiagye",0.0,1.0,13.0,4099.0,1,"-2.1770021, -79.89193759999999"
Segura EP,@segura_ep,2023-08-20 19:11:03+00:00,"#Alerta | Miembros de la 
@ATM_Transito
, 
@BomberosGYE
 y paramédicos #VIR atendieron el accidente de tránsito en  Portete y la 29.
@alcaldiagye
#GuayaquilSegura",0.0,2.0,11.0,4099.0,1,"-2.2028553, -79.9116221"
Segura EP,@segura_ep,2023-08-19 21:35:26+00:00,"Cámaras de videovigilancia captan persona herida por accidente de tránsito en avenida Quito y 10 de Agosto.

Se coordinó con miembros de 
@ATM_Transito
, 
@BomberosGYE
, 
@PoliciaDMGZona8
 y paramédicos #VIR quienes acudieron al sitio.
@alcaldiagye
 #GuayaquilSegura",1.0,0.0,6.0,1924.0,1,"-0.1806532, -78.4678382"
Segura EP,@segura_ep,2023-08-19 21:00:58+00:00,"Cámaras de videovigilancia captan persona herida por accidente de tránsito en las calles Dr. Juan Montalván y 2do pasaje 3 sector Los Esteros.   

Se coordinó con miembros de 
@BomberosGYE
 quienes acudieron al sitio.
@alcaldiagye
 #GuayaquilSegura",0.0,0.0,5.0,1924.0,1,"-2.2368474, -79.9027756"
Segura EP,@segura_ep,2023-08-19 20:43:52+00:00,"Cámaras de videovigilancia captan persona herida por accidente de tránsito en las calles 31 y Portete. 

Se coordinó con miembros de 
@BomberosGYE
 y 
@ATM_Transito
 quienes acudieron al sitio. 
@alcaldiagye
 #GuayaquilSegura",0.0,2.0,7.0,1924.0,1,"-2.1986696, -79.92739619999999"
Segura EP,@segura_ep,2023-08-19 20:08:31+00:00,"Cámaras  de videovigilancia captan el accidente de tránsito en avenida Machala y Clemente Ballén.

Se   coordinó con miembros de 
@ATM_Transito
 y 
@BomberosGYE
 quienes acudieron al   lugar.
@alcaldiagye
 #GuayaquilSegura",0.0,9.0,28.0,1924.0,1,"-2.1926349, -79.8910191"
Segura EP,@segura_ep,2023-08-19 19:54:30+00:00,"Por denuncia de robo, se coordina con 
@PoliciaDMGZona8
 su presencia en las calles 38 y Colombia. 

Alerta que se evidenció gracias a las cámaras de videovigilancia.

 
@alcaldiagye
 #GuayaquilSegura",0.0,0.0,3.0,1924.0,1,"4.6848788, -74.0625998"
Segura EP,@segura_ep,2023-08-19 18:46:37+00:00,"Desde el sistema de videovigilancia captamos un accidente de tránsito en las calles Cañar y Noguchi. Se coordinó con 
@BomberosGYE
 quien trasladó a una mujer herida hacia una casa de salud. 
@ATM_Transito
 también asiste en el lugar.",0.0,0.0,6.0,1924.0,1,"-2.555695, -78.9344814"
Segura EP,@segura_ep,2023-08-18 20:53:23+00:00,"#Alerta | Miembros de la 
@ATM_Transito
, 
@BomberosGYE
 y paramédicos #VIR atedieron el accidente de tránsito en la Vía a la Costa, sentido hacia la av. Rodriguez Bonín.
@alcaldiagye
 #GuayaquilSegura",0.0,6.0,22.0,1499.0,1,"-2.1898222, -79.9427112"
Segura EP,@segura_ep,2023-08-18 17:23:49+00:00,"El sistema de videovigilancia recibió una alerta de un vehículo involucrado en un robo, que circulaba en la autopista Narcisa de Jesús.  La 
@PoliciaDMGZona8
 inició un operativo para detener el automóvil y a su conductor para investigaciones. #respuestainmediata #GuayaquilSegura",15.0,37.0,159.0,1499.0,1,"-2.0968673, -79.8922369"
Segura EP,@segura_ep,2023-08-17 07:49:09+00:00,"Cámaras de videovigilancia captan el accidente de tránsito en avenida de Las Américas y Carlos Luis Plaza Dañín. 

Se coordinó con miembros de 
@ATM_Transito
 y 
@BomberosGYE
 quienes acudieron al lugar. 
@alcaldiagye
 #GuayaquilSegura",0.0,2.0,15.0,1104.0,1,"-2.1713035, -79.8912148"
Segura EP,@segura_ep,2023-08-16 16:39:26+00:00,"#Alerta | Desde las cámaras de videovigilancia monitoreamos el accidente de tránsito en avenida Francisco de Orellana y Teodoro Alvarado Oleas.

Se coordinó con miembros de 
@ATM_Transito
 quienes acudieron al lugar.
@alcaldiagye
 #GuayaquilSegura",0.0,2.0,11.0,1104.0,1,"-2.1096232, -79.9082425"
Segura EP,@segura_ep,2023-08-16 16:10:08+00:00,"#Alerta | Cámaras de videovigilancia monitorean el accidente de tránsito en avenida Carlos Julio Arosemena y José María Velasco Ibarra. 

Se coordinó con miembros de 
@ATM_Transito
 quienes acudieron al sitio. 
@alcaldiagye",0.0,1.0,12.0,1104.0,1,"-2.1753804, -79.9129083"
Segura EP,@segura_ep,2023-08-14 23:08:41+00:00,"#Alerta | Cámaras de videovigilancia captan el accidente de tránsito en el kilómetro 17 vía a Daule. 

Se coordinó con miembros de 
@ATM_Transito
 quienes acudieron al sitio. 
@alcaldiagye",0.0,2.0,9.0,2686.0,1,"-2.0494833, -79.9465646"
Segura EP,@segura_ep,2023-08-14 22:35:09+00:00,"Una furgoneta reportada robada circulaba en la av. 25 de Julio en el sur de la Ciudad y fue captado por el sistema de videovigilancia. 
@PoliciaDMGZona8
  interceptó en av. Quito y Francisco Segura y sus ocupantes detenidos para investigaciones.  #respuestainmediata 
@alcaldiagye",6.0,40.0,155.0,2686.0,1,"-0.1806532, -78.4678382"
Segura EP,@segura_ep,2023-08-14 21:11:34+00:00,"Agentes de 
@cuacmeGye
 asistieron en un robo a un transeúnte en las calles Chile y Ayacucho, hasta que la 
@PoliciaDMGZona8
 arribó al sitio y detuvo a la sospechosa para investigaciones. #respuestainmediata #GuayaquilSegura 
@alcaldiagye",3.0,17.0,113.0,2686.0,1,"-35.675147, -71.542969"
Segura EP,@segura_ep,2023-08-14 18:31:16+00:00,"El sistema de videovigilancia recibió una alerta en la av. Carlos Julio Arosemena de un vehículo con personas armadas en su interior.  La 
@PoliciaDMGZona8
 inició un operativo para detener el auto y sus ocupantes en la av. Francisco de Orellana. #respuestainmediata 
@alcaldiagye",1.0,44.0,200.0,2686.0,1,"-2.1753804, -79.9129083"
Segura EP,@segura_ep,2023-08-14 16:31:10+00:00,"Se captó a las 
@FFAAECUADOR
 que detienen a 2 sujetos que estaban robando en la vía Perimetral. Coordinamos con 
@PoliciaDMGZona8
 que acudió con sus agentes para llevarse detenidos a los sospechosos. #respuestainmediats #GuayaquilSegura 
@alcaldiagye",3.0,32.0,128.0,2686.0,1,"-2.1524664, -79.9466968"
Segura EP,@segura_ep,2023-08-13 21:09:43+00:00,"Cámaras de videovigilancia captan el accidente de tránsito en av. Las Aguas e Ilanes. 

Se coordinó con miembros de 
@ATM_Transito
 quienes acudieron al lugar. 
@alcaldiagye
 #GuayaquilSegura",0.0,3.0,9.0,2249.0,1,"-2.1620279, -79.9116213"
Segura EP,@segura_ep,2023-08-13 07:36:55+00:00,"Cámaras de videovigilancia captan el accidente de tránsito en kilómetro 25 de la Vía a Daule. 

Se coordinó con miembros de 
@ATM_Transito
 y 
@BomberosGYE
 quienes acudieron al lugar.
 
@alcaldiagye
 #GuayaquilSegura",0.0,2.0,4.0,2122.0,1,"-1.9892295, -79.97631609999999"
Segura EP,@segura_ep,2023-08-13 00:49:43+00:00,"#Alerta | Cámaras de videovigilancia captan el accidente de tránsito en km 15 ½ de la Vía a Daule.

Se coordinó con miembros de 
@ATM_Transito
 y 
@BomberosGYE
 quienes acudieron al sitio. 
@alcaldiagye",0.0,3.0,29.0,2122.0,1,"-1.582611, -79.9622813"
Segura EP,@segura_ep,2023-08-12 12:26:37+00:00,"#Alerta | Desde las cámaras de videovigilancia observamos el accidente de tránsito en la Vía a Daule.

Se coordinó con miembros de 
@ATM_Transito
 y 
@BomberosGYE
 quienes acudieron al lugar.
@alcaldiagye
 #GuayaquilSegura",0.0,0.0,3.0,2122.0,1,"-1.582611, -79.9622813"
Segura EP,@segura_ep,2023-08-11 20:18:17+00:00,"La rápida intervención de agentes del 
@cuacmeGye
 logró la detención de un sujeto que intentó asaltar a un ciudadano en las calles Chile y Ayacucho. Se entregó el sospechoso a la 
@PoliciaDMGZona8
. 
@alcaldiagye
 #GuayaquilSegura",0.0,6.0,28.0,2436.0,1,"-35.675147, -71.542969"
Segura EP,@segura_ep,2023-08-11 19:43:31+00:00,"Un vehículo sospechoso que circulaba en la vía a Daule y calle 1era Mapasingue Este fue detenido para su respectiva revisión. Se mantiene la videovigilancia en conjunto con la 
@PoliciaDMGZona8
.
@alcaldiagye
 #GuayaquilSegura",1.0,4.0,14.0,2436.0,1,"-2.1590433, -79.9285249"
Segura EP,@segura_ep,2023-08-11 15:18:18+00:00,"Cámaras de videovigilancia captan actividad de 
@PoliciaDMGZona8
 por denuncia de robo en las calles Colón y Pichicha. 
@alcaldiagye
 #GuayaquilSegura",0.0,2.0,12.0,2436.0,1,"39.4692505, -0.3717775"
Segura EP,@segura_ep,2023-08-11 14:10:29+00:00,"Desde las cámaras de videovigilancia monitoreamos actividad de 
@PoliciaDMGZona8
 por vehículo sospechoso que circulaba en avenida Quito y Huancavilca fue detenido para su respectiva revisión.
@alcaldiagye
 #GuayaquilSegura",0.0,2.0,7.0,2436.0,1,"-0.1806532, -78.4678382"
Segura EP,@segura_ep,2023-08-11 13:08:22+00:00,"#Alerta | Desde las cámaras de videovigilancia observamos el accidente de tránsito en la av. Francisco de Orellana y Manuel Gómez Lince.

Se coordinó con miembros de 
@ATM_Transito
 quienes acudieron al lugar.
@alcaldiagye
 #GuayaquilSegura",0.0,2.0,5.0,2436.0,1,"-2.0826756, -79.91536459999999"
Segura EP,@segura_ep,2023-08-10 15:52:13+00:00,"Desde las cámaras de videovigilancia observamos la atención de las unidades de 
@BomberosGYE
 por conato de incendio en las calles Capitán Damián Nájera y Rumichaca.
@alcaldiagye
 #GuayaquilSegura",0.0,0.0,14.0,1882.0,1,"-2.2012878, -79.887654"
Segura EP,@segura_ep,2023-08-10 15:14:10+00:00,"2 unidades de 
@BomberosGYE
 con 4 uniformados dieron asistencia en el incendio que se registró en una vivienda en el sector de Bastión Popular Bl1.",0.0,2.0,27.0,1882.0,1,"-2.0844835, -79.9309719"
Segura EP,@segura_ep,2023-08-10 02:36:20+00:00,"#Alerta | Desde las cámaras de videovigilancia monitoreamos el accidente de tránsito en avenida Juan Tanca Marengo y Rodrigo Chávez.

Se coordinó con miembros de 
@ATM_Transito
 y 
@BomberosGYE
 quienes acudieron al lugar.
@alcaldiagye
 #GuayaquilSegura",0.0,0.0,7.0,1882.0,1,"-2.1477188, -79.9060355"
Segura EP,@segura_ep,2023-08-10 01:13:35+00:00,"#Alerta | Desde las cámaras de videovigilancia monitoreamos el accidente de tránsito en avenida 25 de Julio y Aurora Estrada.

Se coordinó con miembros de 
@ATM_Transito
 quienes acudieron al lugar.
@alcaldiagye
 #GuayaquilSegura",0.0,3.0,10.0,1882.0,1,"-2.2438513, -79.8956694"
Segura EP,@segura_ep,2023-08-10 00:58:17+00:00,"Ciudadanos capturaron a un sujeto robando accesorios en el parqueadero de un centro comercial en la av. Rodolfo Baquerizo y Benjamín Carrión. Coordinamos con la 
@PoliciaDMGZona8
 que asistió al sitio y se lo llevó detenido. #respuestainmediata #GuayaquilSegura 
@alcaldiagye",1.0,28.0,144.0,1882.0,1,"-2.14438, -79.9101165"
Segura EP,@segura_ep,2023-08-09 17:24:01+00:00,"Dos sujetos en moto estaban robando en el sur de la ciudad av. Domingo Comín y Pío Jaramillo a las personas en la vía pública. Se alertó a la 
@PoliciaDMGZona8
 a través del sistema de video vigilancia. En un operativo se  capturó a los sospechosos. #respuestainmediata 
@alcaldiagye",27.0,75.0,343.0,1882.0,1,"-2.2328884, -79.8905765"
