DisplayName,UserName,Timestamp,Content,Comments,Likes,Retweets,Interactions,Delito
ratcheta,@langostar_,2023-09-02 17:38:29+00:00,"Me: un éxito el colorado, a todo el mundo le encantó 

Peluquera: pegaste chongo nuevo? Si no, no cuenta

Me: pegué chongo nuevo pero ayer le rescindí el contrato x votar a milei 

*La parte buena es que toda la peluquería río conmigo, hay esperanza (?",1.0,1.0,13.0,3.0,0
Flavio2910_RM,@Flavio291095,2023-09-02 17:38:14+00:00,Jajajajaja Milei va a lograr que los Políticos y Pauteros agarren la Pala por primera vez. Será un antes y después de la Argentina.,0.0,0.0,0.0,9.0,0
Ashley,@by__ashley,2023-09-02 17:37:12+00:00,"MILEI: Una empresa PUEDE CONTAMINAR un río TODO LO Q QUIERA""
Ésto quieren para q nos gobierne
 Mediático",1.0,2.0,2.0,2.0,0
Edgard Sanfelice Del 30%,@edgard_98,2023-09-02 17:37:10+00:00,Milei obtendrá el 53% de los votos el 22 de octubre,1.0,0.0,1.0,2.0,0
Gustavo Cangiano,@gcangiano,2023-09-02 17:36:54+00:00,"Supongamos:
Milei 38%
Bullrich 29%
Massa 28%

¿Cómo llegamos a noviembre?",2.0,2.0,3.0,3.0,0
Leo,@gentecinco,2023-09-02 17:36:29+00:00,Me cae bien Melconian pero veo que no le aporta a la campaña de Pato. Es evidente la falta de coordinación entre discursos y cuando le moleste a Milei lo saca de la cancha por ser parte de la casta.,0.0,0.0,0.0,3.0,0
J U A N CABJ,@juanmar15129932,2023-09-02 17:36:23+00:00,"Y el Kolektivo por que está tan callado?? Alguien sabe??? Están atragantado de sandwichs de los miga del ministerio de la mujer? O de los nepes de madera que iba a comprar el gobierno? Y así, con esa baja moral vienen a acusar de incestuoso, zoofilico, etc a Milei???",1.0,0.0,0.0,7.0,0
Soy demócrata.,@SoyCachaycastor,2023-09-02 17:36:20+00:00,"Según Milei, la contaminación es libre.",0.0,0.0,0.0,7.0,0
D1N0 54UR10,@misterioyhorror,2023-09-02 17:36:19+00:00,"Particularmente no conozco kirchneristas o peronistas que hayan votado a milei, si gente que luego va a votar a patio",0.0,0.0,0.0,7.0,0
Orlando Braga,@OBraga_02,2023-09-02 17:36:10+00:00,"O Javier #Milei é contra o aborto, e afasta-se da agenda ""libertária"" do  IL

Presidential candidate opposes Argentina's abortion law that 'goes against the right to life' - LifeSite",0.0,0.0,1.0,7.0,0
ChitoroQuintero,@ChitoroQ,2023-09-02 17:36:09+00:00,"Victoria Villarryel, defensora histórica de la dictadura en Argentina, sería nombrada por Milei como ministra de defensa, defendió los asesinos de miles de argentinos y todavía 
@RevistaSemana
 sale a decir que 
@petrogustavo
 no tiene razón en decirle fascista.

#SemanaMiente",0.0,0.0,0.0,7.0,0
Joako,@Joako_cob,2023-09-02 17:35:50+00:00,"Acabo de ver un tiktok de milei siendo comparado con San Martin y me dio mucha risa porque literalmente San Martin dijo y cito -""nos vestiremos con la bayetilla que nos trabajen nuestras mujeres, y si no, andaremos en pelota, como nuestros paisanos los indios. +",1.0,0.0,0.0,4.0,0
Judith Coria,@judithcoria55,2023-09-02 17:35:49+00:00,"MI CONSEJO COM 68 AÑOS ES "" NO VOTEN A MILEI"" PORQUE?  NO VAMOS A TENER NORTE, SEREMOS UN EXPERIMENTO, NO TIENE EMPATIA, TIENE FANATISMO Y LO MAS IMPORTANTE LOS ARGENTINOS TENEMOS UNA IDIOSINCRACIA, FORMA DE SER. NO ENCAJAREMOS EN SUS PROYECTOS. ",0.0,0.0,0.0,4.0,0
En el Planeta de los Simios - Votamos fantástico!!,@planeta_simios,2023-09-02 17:35:48+00:00,Más pruebas de la alianza Massa - Milei,0.0,1.0,1.0,4.0,0
Derecha Occidental,@CivilCristiana,2023-09-02 17:35:41+00:00,"Votar para que gane #MileiEnPrimeraVuelta es un deber moral. Es ganar tiempo y ahorrarle dinero y trabajo al pueblo evitando el ballotage. Bullrich es lo única que mantiene a Massa con chances, no tires tu voto, ademas no van a cambiar nada. Voto útil es Milei",1.0,0.0,1.0,4.0,0
Fabiana,@Fabi2711296541,2023-09-02 17:35:14+00:00,"No puedo creer que estoy de acuerdo con Martin Tetaz
Milei es lo peor de la casta
Si no quiere debatir con Melconian es porque le tiene miedo
Si le hace juicio a los periodistas que le hacen preguntas incómodas  es porque tiene mucho que ocultar
No lo voten
Es un peligro",1.0,1.0,1.0,23.0,0
Diario Panorama,@diario_panorama,2023-09-02 17:34:50+00:00,Esa cantidad de empleados no fueron a votar en las PASO. Las distancias con Milei y Bullrich se achicaron y el ministro-candidato apuesta a varias canastas para intentar entrar al balotaje.,0.0,0.0,0.0,23.0,0
Suredirty,@gordo_se_vinoo,2023-09-02 17:34:05+00:00,"A full los servicios para bajarle un par de puntos a Milei.
Todo servilleta papa",0.0,0.0,1.0,3.0,0
Bitcoin y Perón,@bitcoinyperon,2023-09-02 17:33:56+00:00,"Milei dice que la unica razon para no contaminar el agua de un rio es que esta tenga un precio de mercado y ofrezca mejores ganancias que la producción contaminante. 

Es decir, agua cara o contaminada es lo que Milei tiene para vos.",0.0,0.0,0.0,3.0,0
DanielaBallester,@BallesterDani,2023-09-02 17:33:43+00:00,"Milei: ""Una empresa puede contaminar el río todo lo que quiera"" 
https://c5n.com/politica/milei-una-empresa-puede-contaminar-el-rio-todo-lo-que-quiera-n125232… vía 
@C5N",2.0,6.0,8.0,3.0,0
DanielaBallester,@BallesterDani,2023-09-02 17:33:43+00:00,"Milei: ""Una empresa puede contaminar el río todo lo que quiera"" 
https://c5n.com/politica/milei-una-empresa-puede-contaminar-el-rio-todo-lo-que-quiera-n125232… vía 
@C5N",2.0,6.0,8.0,5.0,0
